"COUNTRY","DELIVERY_SITE_ID","DELIVERY_SITE_NAME","DELIVERY_SITE_STATUS","ESTIMATED_TIME_TO_DELIVERY_SITE","HEALTH_FACILITY_COUNTRY","HEALTH_FACILITY_GROUP","HEALTH_FACILITY_ID","HEALTH_FACILITY_KEY","HEALTH_FACILITY_LOCALITY","HEALTH_FACILITY_NAME","HEALTH_FACILITY_REGION","HEALTH_FACILITY_STATUS","IS_DIRECT_DELIVERY_SITE","NEST_ID","NEST_NAME"
"GH",2398,"Mensakrom HC","ready_for_operations",2212,"Ghana","CHPS without midwife, Central",452,"dcf54f7a58201f218a37f9ab9747c23b","Agona East","Jacob CHPS(CR)","Central","Operationalized","false",5,"GH1 Omenako"
"GH",700,"Apimsu CHPS","ready_for_operations",1977,"","CHPS without midwife, Eastern",117,"81e3844eb996b0be0d5327864e2ba8ff","Upper Manya Krobo","Apimsu CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",694,"Oboadaka CHPS","ready_for_operations",1539,"Ghana","CHPS without midwife, Eastern",592,"f4b95dcb33b1f654075ef587df9f94d7","Akuapim South","Oboadaka CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",1602,"Bonkrase CHPS","ready_for_operations",3265,"Ghana","CHPS without midwife, Eastern",570,"c513b239d50b82a3faca97be5e5bf833","Kwahu East","Bonkrase CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",1636,"Brabekum CHPS","ready_for_operations",2473,"Ghana","Central",559,"efbe430e2e49b9176c2c093be28a26a5","Agona East","Brahabekum CHPS (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",3045,"Subin HC","ready_for_operations",1832,"","Clinic/Health Centre with a Doctor/ Physician Assistant, Upper Denkyira West Facilities",423,"4323c4a01a7ee0db7a45890cccdc37bf","Upper Denkyira West","Subin HC","Central","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1485,"Bawdie CHPS","ready_for_operations",3105,"Ghana","Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities",370,"5056fc62939edcaf5cc48099c01553c7","Wassa Amenfi East","Bawdie HC","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",31,"Akokoaso (Akyemansa) HC ","ready_for_operations",3212,"","Eastern, Health Center without PA",512,"7be56eb0a7276e88a39b4be12aef4e71","Akyemansa","Akokoaso HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",712,"Apeguso HC","ready_for_operations",770,"Ghana","Eastern Region, HC Without a Doctor",353,"75bbac5f7bb9bb7b3007c3118259bd6b","Asuogyaman","Apeguso HC","Eastern","Suspended partially","true",11,"GH5 Anum"
"GH",4,"Ekye HC","ready_for_operations",3380,"Ghana","Eastern Region, HC Without a Doctor, Kwahu Afram Plains South",336,"4a581db5f0d778aec4bb011a84c3eecc","Kwahu Afram Plains South","Ekye HC","Eastern","Suspended partially","true",11,"GH5 Anum"
"GH",5175,"Kudzra HC","ready_for_operations",2221,"Ghana","HC Without a Doctor, Kpando Municipal, RTSS Ordering Facilities, Volta Region",121,"4128921ae6f6b150d2dd82ffda244a45","Kpando ","Kudzra HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4823,"Hlefi HC","ready_for_operations",1460,"Ghana","HC Without a Doctor, Hlefi HC, Ho West Facilities, RTSS Ordering Facilities, Volta Region",199,"91f0ece6a1cce3e42c4221102ef1790d","Ho West","Hlefi HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5366,"Fodome-Ahor HC","ready_for_operations",3081,"Ghana","HC Without a Doctor, Volta Region",104,"45d77963c39455adad17f6016be820a1","Hohoe Municipal","Fodome-Ahor HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4916,"St Mary Theresa HSP","ready_for_operations",2409,"Ghana","Kadjebi, Oti CHPS without Midwife",204,"5c3346551f591227fca4a7b7d982de5d","Kadjebi","Dodo Tamale CHPS","Oti","Suspended entirely","false",12,"GH6 Krachi"
"GH",5042,"Ntewusae HC","ready_for_operations",698,"Ghana","Krachi West, Oti, Oti Health Centre Without MO, Oti Health Centre with MO",49,"c717692a5390c98123cd000a81c300f2","Krachi West","Ntewusae HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",2859,"Papueso CHPS","ready_for_operations",2022,"Ghana","Aowin Facilities, CHPS with a Midwife, Family Planning Facilities, Papueso CHPS (Medical Sole Distributorship)",86,"0f15880400dcd7edd0caef16c9cd12ef","Aowin","Papueso CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",2857,"Pokukrom-GH2 HC","ready_for_operations",2113,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center With Dr, [Deprecated]",151,"86f3ecae6e3eda12d20c57200539d6e9","Ahafo Ano South East","Pokukrom HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",4655,"Kunsu Dotiem CHPS","ready_for_operations",2731,"Ghana","Ashanti Region Facilities, CHPS with midwife, [Deprecated]",93,"29055cfbdb254a7070e849cfb6d5f58a","Ahafo Ano South West","Kunsu Dotiem CHPS","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",4155,"Nkronua CHPS(Bibiani Anwiaso Bekwai)","ready_for_operations",1656,"Ghana","Bibiani Anhwiaso Bekwai Facilities, CHPS without a midwife, Family Planning Facilities",185,"0c147fc2bc71080c0f86ce33897128be","Bibiani Anhwiaso Bekwai","Nkronua CHPS","‎Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4674,"Kuparigu HC","ready_for_operations",3232,"Ghana","Binduri, CHPS with a Midwife, Upper East",344,"434abe580e2c91d90036ff3757f0c81c","Binduri","Kukparigu  CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",2675,"Nyariga HC","ready_for_operations",2264,"Ghana","Bolgatanga, Health Center without a Doctor, Upper East",39,"29ff578751e33575f7475849dd5718b4","Bolgatanga","Nyariga (Bolgatanga) HC","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",5122,"Premuase Chps","ready_for_operations",1217,"Ghana","Bono, Bono East CHPS with midwife",163,"f8acf68d9eb2fd48a833c669ee061049","Sene East","Premuase CHPS","Bono East","Operationalized","true",12,"GH6 Krachi"
"GH",4771,"Hoviefe CHPS","ready_for_operations",1328,"Ghana","CHPS With a Midwife, Volta Region",64,"3b8a05d1ab4fa03ff07b6947d2604ad2","Ho Municipal","Hoviefe CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",3621,"Gadorkope CHPS","ready_for_operations",2635,"Ghana","CHPS Without a Midwife, Eastern Region, Kwahu Afram Plains South",221,"1ba04e4c21868909838a1ed10d006f79","Kwahu Afram Plains South","Gadorkope CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",4100,"Nayagnia CHPS","ready_for_operations",2543,"Ghana","CHPS with a Midwife, Kassena Nankana East, Upper East",197,"37879e40e824a13bee0190f8778312f2","Kassena Nankana East","Nayagnia (KNE) CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",1717,"Dadieso CHPS","ready_for_operations",2639,"Ghana","CHPS with a Midwife, CHPS without a midwife, Family Planning Facilities",326,"22fadb0ee0052e5ea23e730f83601fe1","Wassa Amenfi East","Wassa Dadieso CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4326,"Kwabenakrom CHPS","ready_for_operations",2009,"Ghana","CHPS with a Midwife, Family Planning Facilities, Suaman Facilities",290,"a6f73882504e67a98640c7d7680679fc","Suaman","Kwabenakrom CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3826,"Shelinvoya CHPS","ready_for_operations",980,"Ghana","CHPS with a Midwife, North East, Shelinvoya CHPS, West Mamprusi",32,"45914eb0bb71acb298c4c2887639b6bc","West Mamprusi","Shelinvoya CHPS","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",4366,"Abonsuaso CHPS ","ready_for_operations",3054,"Ghana","CHPS with a Midwife, CHPS without a midwife",234,"8e2b90dc3e0036d3ee557a977e83f6f9","Ahafo Ano North","Abonsuaso CHPS","Ashanti","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",2473,"Nagbo CHPS","ready_for_operations",1957,"Ghana","CHPS with a Midwife, East Mamprusi, North East",74,"b5489006b72150bfde416a2196b8af2c","East Mamprusi","Nagbo CHPS","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",2153,"Kokofu CHPS","ready_for_operations",2766,"","CHPS with midwife, Central",670,"29378f14c7a1bf96e6ccecbbe7fddc2a","Gomoa West","Kokofu CHPS(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",2619,"Nsuansa (Agona West) CHPS","ready_for_operations",2252,"Ghana","CHPS with midwife, Central",268,"dc1312b14b91edc3ff57dbb996e443e6","Agona West","Nsuansa CHPS (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",734,"Koransang CHPS","ready_for_operations",827,"","CHPS with midwife, Eastern",184,"f0b27124a156c7871a54a25758be7a7a","Suhum","Koransang CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",638,"Oworobong CHPS","ready_for_operations",2137,"","CHPS with midwife, Eastern",133,"d460a06fe67e7a151c5fb97d48cef9e0","Kwahu East","Oworobong CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",807,"Obretema CHPS","ready_for_operations",195,"","CHPS with midwife, Eastern",181,"c35ecad7436e97f6bba1b625d74909a6","Suhum","Obretema CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",755,"Nanabanin CHPS","ready_for_operations",1346,"","CHPS with midwife, Eastern, OKERE DISTRICT",100,"a3e6d9856c2d7ab6c0c25c5f7ce2ba54","Okere","Nanabanin CHPS-OKERE","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",1823,"Dwirigum CHPS","ready_for_operations",3149,"Ghana","CHPS without a midwife, Family Planning Facilities",333,"3fe8ece55b3df03f68a2a7af8f440d7c","Wassa Amenfi Central","Dwirigum CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4370,"Wassa Dikoto CHPS","ready_for_operations",2257,"Ghana","CHPS without a midwife, Family Planning Facilities",268,"1e594c9734aa91a8fe8c051784ded2eb","Wassa Amenfi East","Wassa Dikoto CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4388,"Fordjourkrom CHPS","ready_for_operations",964,"Ghana","CHPS without a midwife, Family Planning Facilities",207,"35f3fb7b11fce085e514d2ae68bf8ae6","Wassa Amenfi West","Fordjourkrom CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",263,"Awaham CHPS","ready_for_operations",2527,"","CHPS without midwife, Eastern",142,"726c8d128b22726c1368d6d3f38a2b34","West Akim","Awaham CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2862,"Ponponya CHPS","ready_for_operations",1821,"Ghana","CHPS without midwife, Eastern",262,"67a5fb2b745679f93987045d51167283","Upper Manya Krobo","Ponponya CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3692,"Esuom CHPS","ready_for_operations",1704,"","CHPS without midwife, Eastern",354,"32fbcf778c5aa075147d98fe970630f2","Upper Manya Krobo","Esuom CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",701,"Obohoo CHPS","ready_for_operations",1951,"","CHPS without midwife, Eastern",116,"092748814e0468194835629a1790f778","Fanteakwa North","Obohoo CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",732,"Nyamekrom CHPS","ready_for_operations",733,"Ghana","CHPS without midwife, Eastern",230,"5788cbf81068d4538ffec84386162f74","New Juaben South","Nyamekrom CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3058,"Sukwa CHPS","ready_for_operations",3209,"","CHPS without midwife",664,"db515e3a15318a395e8596f0781c8ec3","Kwahu East","Sukwa CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",791,"Odumase CHPS","ready_for_operations",3693,"Ghana","CHPS without midwife, Eastern",515,"f30e2c368c4e00fc57996ae4ad962ab5","Akyemansa","Odumase Akyemmansa CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3835,"Agona Nsabaa HC","ready_for_operations",2198,"","Central, Health Center with PA",405,"d0cfa1c9da3cf775790e7b48c6686fc1","Agona East","Agona Nsabaa HC(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",5653,"Apam RCH","ready_for_operations",3325,"","Central",787,"f9fbda48932ff64c979481457d7130eb","Gomoa West","Apam RCH (CR)","Central Region","Operationalized","true",5,"GH1 Omenako"
"GH",1991,"Gyereso HC","ready_for_operations",1310,"Ghana","Clinic/Health Centre with a Doctor/ Physician Assistant",291,"0da78131df4e7d7fe3b76a4e20589f20","Atwima Mponua","Gyereso HC","Ashanti","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",792,"Brenase HC","ready_for_operations",3551,"Ghana","Eastern, Health Center in Good Standing",572,"aa6315216bde5a6471e3c6ce8a3d7b9c","Akyemansa","Brenase HC","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",709,"Anyaboni HC","ready_for_operations",2038,"","Eastern",483,"1186df63eaea57de303e1253418bab8f","Upper Manya Krobo","Sawa CHPS","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",5152,"Akpafu Adorkor CHPS","ready_for_operations",3573,"Ghana","Guan District, Oti, Oti CHPS with Midwife, Oti CHPS without Midwife, Volta CHPS without midwife",176,"18cfdca2bb1abc6c5c3972f44e8927ab","Guan","Akpafu Adorkor CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4084,"St Jude CL","ready_for_operations",2879,"Ghana","Health Center without a Doctor, Kassena Nankana East, Upper East",359,"e7d6b8b5053d277569c8c62b35e3405d","Kassena Nankana East","St. Jude CL","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",5315,"Tempane HC","ready_for_operations",3730,"Ghana","Health Center without a Doctor, Tempane, Upper East",381,"cb662ee3bf27369cedba4da0b380d673","Tempane","Bugri HC","Upper East","Operationalized","false",8,"GH3 Vobsi"
"GH",7976,"Najuro CHPS","ready_for_operations",2215,"Ghana","Kpandai District, Northern, Northern CHPS without midwife",247,"4807f0147928353e0ade7d1f07336504","Kpandai","Najuro CHPS","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",4919,"Adonkwanta CHPS","ready_for_operations",1525,"Ghana","Krachi East, Oti, Oti CHPS without Midwife",7,"b69c609364b1a7cba3e3568d8f357368","Krachi East","Adonkwanta CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4926,"EP Dan Moser Memorial CL","ready_for_operations",1201,"Ghana","Krachi East, Oti, Oti Health Centre Without MO",123,"042a6fef137ff0b69f1f216864057fa5","Krachi East","EP Dan Moser Memorial CL","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5037,"Kpatsu CHPS","ready_for_operations",505,"Ghana","Krachi West, Oti, Oti CHPS without Midwife",43,"ad0008e27d7c046b861c6e33c70c37c4","Krachi West","Kpatsu CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5966,"Amewoyikope CHPS","ready_for_operations",441,"","Krachi West, Oti",266,"85fedc06c6ba04fc83068431ccf55861","Krachi West","Amewoyikope CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",7955,"Abunyanya CHPS","ready_for_operations",3126,"","Nkwanta North, Oti, Oti CHPS without Midwife",229,"7834a8badf67c8eab61aa622988c08cf","Nkwanta North","Nabu CHPS","Oti","Operationalized","false",12,"GH6 Krachi"
"GH",4944,"Brewaniase HC","ready_for_operations",2797,"Ghana","Nkwanta South, Oti, Oti Health Centre Without MO",208,"91f46dd7d4bbb6e09d5ae3d0fa1a8c5d","Nkwanta South","Brewaniase HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4955,"Nkwanta Municipal HSP","ready_for_operations",2875,"Ghana","Nkwanta South, Oti, Oti ARV Site, Oti District Hospital",106,"e1b51d2195ae0eea7da6dbf4443c187b","Nkwanta South","Nkwanta South HSP","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4955,"Nkwanta Municipal HSP","ready_for_operations",2875,"Ghana","Nkwanta South, Oti, Oti CHPS without Midwife",222,"cffac37ba991c6edf09b9e4e889788ad","Nkwanta South","Madina Urban CHPS","Oti","Operationalized","false",12,"GH6 Krachi"
"GH",3844,"Mansokwaa CHPS","ready_for_operations",2959,"","CHPS without midwife, Central",371,"0dd12002587f30ab5fe8d79db54ec7af","Agona West","Mansokwaa CHPS(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",904,"Abrenya CHPS","ready_for_operations",1815,"","CHPS without midwife, Eastern",344,"b297221235abc8ea19cdc4e0f3ccc5a1","Atiwa West","Abrenya CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",5173,"Kpando HC","ready_for_operations",2250,"Ghana","District Health Directorate (DHD), Kpando Municipal",348,"3fbf9643ab8cb17b9a12d46102ecd0e2","Kpando ","Kpando DHD","Volta","Created","false",11,"GH5 Anum"
"GH",2198,"Kpasenkpe HC","ready_for_operations",1155,"Ghana","Health Center with Doctor, Kpasenkpe PC, North East, West Mamprusi",15,"6d4ebd70d8df04f7bc456063b46e2cc2","West Mamprusi","Kpasenkpe PC","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",5387,"New Ayoma HC","ready_for_operations",3685,"Ghana","Jasikan District, Oti, Oti Health Centre Without MO",234,"06fc6b6870fce330e142fc33b640bcff","Jasikan","New Ayoma HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4329,"Dadieso Government HSP","ready_for_operations",2213,"Ghana","Suaman Facilities, suaman",463,"414b344d0ec3336bfdbc7767a2dc2d05","Suaman","Aprukusu DA Basic Sch","Western North","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",4327,"Karlo HC","ready_for_operations",2154,"Ghana","Suaman Facilities, suaman",446,"483e771f19a10d8c4cc11ea8470a46c3","Suaman","Karlo DA Primary  Sch","","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",9626,"Nsawam Government HSP","ready_for_operations",1323,"","",894,"0b01a7480779e32f7ad9221ddab1f8d8","Nsawam-Adoagyiri","Prisons HSP Nsawam","Eastern","Created","false",5,"GH1 Omenako"
"GH",7961,"Tampoaya CHPS","ready_for_operations",3046,"Ghana","",258,"5a7dcd482c00677720c06228cd412fda","Nanumba South","Tampoaya CHPS","Northern Region","Operationalized","true",12,"GH6 Krachi"
"GH",4329,"Dadieso Government HSP","ready_for_operations",2213,"Ghana","",451,"4fd1652cd6ca6fafb2bdbe23a94a8ff8","Suaman","Dadieso DA Primary Sch","Western North","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",12357,"Kpakpa CHPS","ready_for_operations",2649,"","",273,"29f513031d9c889672b4ab756fb6a186","Kpandai","Kpakpa CHPS","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",3724,"Konkonuru CHPS","ready_for_operations",1702,"Ghana","",770,"7dffc7b1bdd5345a1e1e094ea15885d6","Akuapim South","Adamorobe HC","Eastern Region","Operationalized","false",5,"GH1 Omenako"
"GH",3962,"Gomoa Asebu CHPS","ready_for_operations",3212,"Ghana","",891,"e847d69d591bbd0f31866c3a20e45188","Gomoa Central","Descado CHPS (CR)","Central","Created","false",5,"GH1 Omenako"
"GH",4275,"Savelugu District HSP","ready_for_operations",3796,"Ghana","",277,"0e44fc62d8ad3b32c4e04b92886f356b",,"Ghana Flying Labs","Savelugu","Obsolete","false",8,"GH3 Vobsi"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",861,"4a8f89866f8701c2a989fe6ad62442c5","New Juaben South","Old Estate Oguaa CHPS","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",4688,"Trauma (Winneba) HSP","ready_for_operations",3026,"Ghana","",818,"127d318073ef2aeaf6f74c0e7504f5b7","Effutu","Winneba Municipal Hospital","Central","Operationalized","false",5,"GH1 Omenako"
"GH",19,"Kwahu Government HSP","ready_for_operations",2812,"Ghana","",752,"4f803fbb3f73dee564235a42a72fa20c","Kwahu South","Obo Health Centre","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",860,"7f9cf6ae38ec0d81f2be9da85b3f3cb4","New Juaben South","Korle-Abansoro CHPS","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",796,"Asesewa Government HSP","ready_for_operations",2034,"Ghana","ARV site, Accredited by NBS, District Hospital, Eastern",241,"8fc3b03c90057b10ab7dff8f3a1b5e90","Upper Manya Krobo","Asesewa HSP","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",64,"Oyoko (New Juaben) HC ","ready_for_operations",860,"Ghana","ARV site, Approved Family Planning Sites, Eastern, Health Center in Good Standing, Health Center with PA",228,"0fd0b8c5768ce3f3976449f63caa1a92","New Juaben North","Oyoko HC","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3761,"Asuboa CHPS","ready_for_operations",2019,"Ghana","ASENE MANSO AKROSO DISTRICT, CHPS without midwife, Eastern",724,"160e63587c6c09e1cda95e2cb4491e42","Asene Manso Akroso","O'Right CHPS- AMA","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",1320,"Aseseeso HC","ready_for_operations",2623,"Ghana","Accredited By Gokals Laborex, Eastern, Health Center without PA, OKERE DISTRICT",272,"4eb233f90962236511b3c4020f518725","Okere","Aseseeso HC-OKERE","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",1840,"Ejisu Government HSP","ready_for_operations",1667,"Ghana","Accredited by CZBC-KATH, Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital, Ejisu Municipal DHA",262,"7aa511c1860ba3fc29bd6c84107628a3","Ejisu Municipal","Ejisu Government HSP","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",2070,"Juaso District HSP","ready_for_operations",2762,"Ghana","Accredited by CZBC-KATH, Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital",19,"02396ac6b22abb4d8dafdc50a732410b","Asante Akim South","Juaso District HSP","Ashanti","Operationalized","true",7,"GH2 Mpanya"
